iter	RMSE
174	0.08989853879
175	0.08965111902
176	0.08945821592
177	0.08926273084
178	0.08901321668
179	0.0889118801
180	0.08873878752
181	0.08849566562
182	0.08828211699
183	0.08817529433
184	0.08793250755
185	0.08774758298
186	0.08747737339
187	0.08728736363
188	0.08705708939
189	0.08684876399
190	0.08661613976
191	0.08637285118
192	0.08615388906
193	0.08595684891
194	0.08567776085
195	0.0854620933
196	0.08534054787
197	0.08512511301
198	0.08501430065
199	0.08478289116
200	0.08463267352
201	0.08445822525
202	0.08435313658
203	0.08419524139
204	0.08409806983
205	0.08399709775
206	0.0837513648
207	0.08358284775
208	0.08335394024
209	0.08311464771
210	0.08287917044
211	0.08270597328
212	0.08251124129
213	0.08231101076
214	0.0820904773
215	0.08174398944
216	0.08151099688
217	0.08131827779
218	0.08121995771
219	0.08105757482
220	0.08085563103
221	0.08069497561
222	0.08062384291
223	0.08055292824
224	0.08030053673
225	0.08006741631
226	0.07969842576
227	0.079540648
228	0.07939115731
229	0.07918235493
230	0.07895061729
231	0.07874515964
232	0.07843657125
233	0.07824555972
234	0.07801159394
235	0.0778572307
236	0.07762375502
237	0.07744569897
238	0.07726176492
239	0.07706011844
240	0.0769002699
241	0.0766370693
242	0.07648911856
243	0.07620980794
244	0.07600741253
245	0.07585352771
246	0.07564336176
247	0.07550986879
248	0.07533277055
249	0.07515042499
250	0.07504919517
251	0.0748567377
252	0.07462491495
253	0.07441617918
254	0.07418330596
255	0.07402433012
256	0.07385942203
257	0.0736907895
258	0.07351420727
259	0.07336848567
260	0.07329804292
261	0.07307257575
262	0.0728682993
263	0.07270649034
264	0.07257235265
265	0.0723379948
266	0.07217073858
267	0.07203595343
268	0.07184691137
269	0.07167330307
270	0.07149684279
271	0.07135120183
272	0.07116718157
273	0.07104578542
274	0.07095919113
275	0.07078651793
276	0.07071692189
277	0.0705755479
278	0.0704632036
279	0.07042626795
280	0.07022701438
281	0.07005047572
282	0.06989059349
283	0.06978818548
284	0.06973471691
285	0.06951098876
286	0.06931544454
287	0.06919693312
288	0.06899738624
289	0.06884911924
290	0.06869628231
291	0.06862735128
292	0.06858859495
293	0.06842978368
294	0.06831899029
295	0.06826367384
296	0.06816992946
297	0.06807315808
298	0.06803853783
299	0.06783983066
300	0.0676611533
301	0.06749697607
302	0.06734529416
303	0.06720619058
304	0.06703732069
305	0.06699862243
306	0.06684110152
307	0.06680122236
308	0.06669012087
309	0.06656495243
310	0.06639289749
311	0.06627110996
312	0.06612069816
313	0.06608441626
314	0.06592247303
315	0.06579471784
316	0.06567539135
317	0.06554594583
318	0.06537721222
319	0.06524182305
320	0.06520223049
321	0.06516828032
322	0.06500850576
323	0.06490890884
324	0.06484156752
325	0.06470554046
326	0.06452616816
327	0.06440754315
328	0.0642421757
329	0.06420091873
330	0.06416100756
331	0.06412933017
332	0.06404805036
333	0.06402485606
334	0.06391643363
335	0.06383753967
336	0.06369841088
337	0.0635599909
338	0.06352076556
339	0.06345386419
340	0.06329548044
341	0.06326604492
342	0.06316878655
343	0.0630358833
344	0.06291067413
345	0.06275700709
346	0.06260492423
347	0.06246813804
348	0.0622879513
349	0.06213730678
350	0.06210814504
351	0.0619159618
352	0.06177297656
353	0.06173195205
354	0.0617041369
355	0.06167822128
356	0.06156312697
357	0.06140106359
358	0.06126559776
359	0.06115595711
360	0.06103171272
361	0.06095338426
362	0.06083376796
363	0.0607105691
364	0.06056736298
365	0.06046657366
366	0.06033309648
367	0.06025952307
368	0.06010860146
369	0.05994601495
370	0.05980774316
371	0.05971389329
372	0.05958301393
373	0.05943528312
374	0.05931592584
375	0.05921462978
376	0.05906281141
377	0.05892871298
378	0.05889975089
379	0.05882800832
380	0.05880884469
381	0.05874226214
382	0.05861519767
383	0.05849774735
384	0.05839780409
385	0.05829601928
386	0.05820097695
387	0.05809301708
388	0.05797075516
389	0.05785826857
390	0.05777529137
391	0.05767652657
392	0.05765265697
393	0.05762604874
394	0.05750491567
395	0.05738447722
396	0.0573189695
397	0.05725932025
398	0.05712506357
399	0.0570064658
400	0.05698533227
401	0.05691394945
402	0.05688852633
403	0.05672504901
404	0.05670161054
405	0.05656884882
406	0.05654752239
407	0.05642022359
408	0.05633126069
409	0.05631049027
410	0.05612580871
411	0.05598239607
412	0.05596150413
413	0.05584921159
414	0.05574547795
415	0.05560966046
416	0.05552266272
417	0.05541080627
418	0.0553096311
419	0.05518053622
420	0.05507742901
421	0.0549921458
422	0.05491201429
423	0.05480350664
424	0.05471053223
425	0.05454855415
426	0.05445459861
427	0.0544281374
428	0.0543463834
429	0.05432274507
430	0.05420590763
431	0.0540843202
432	0.05399003987
433	0.05387879493
434	0.05376742508
435	0.05375274775
436	0.05369716241
437	0.05362322646
438	0.05354763625
439	0.05353335123
440	0.05342141011
441	0.05334452767
442	0.05333375953
443	0.0532231495
444	0.05310534239
445	0.05297077414
446	0.05285514041
447	0.05284456721
448	0.05275517943
449	0.05274175764
450	0.05264909387
451	0.05255598382
452	0.05253885896
453	0.05241374876
454	0.05227126419
455	0.05220637557
456	0.05215179467
457	0.05211506025
458	0.0519526042
459	0.05194023097
460	0.05184024835
461	0.05172166101
462	0.05162432647
463	0.05155531375
464	0.05154345966
465	0.05148106348
466	0.05145943361
467	0.05144668315
468	0.05136293985
469	0.05135069062
470	0.05120263371
471	0.05114459023
472	0.05106909806
473	0.05098846907
474	0.05089625844
475	0.05082136896
476	0.05074864704
477	0.05068769386
478	0.05059672947
479	0.05058489178
480	0.05046937552
481	0.05039707234
482	0.05038612157
483	0.05037566013
484	0.05030881381
485	0.05025952507
486	0.05014203183
487	0.05000243833
488	0.04990282623
489	0.04980729031
490	0.04973310808
491	0.04969045554
492	0.04961270003
493	0.04955864159
494	0.04946358801
495	0.04937973279
496	0.0493722119
497	0.04936340934
498	0.04926722938
499	0.04916450672
500	0.04907297178
501	0.04896295592
502	0.04887660175
503	0.04878862689
504	0.04868496349
505	0.04854062122
506	0.04838972359
507	0.04831130579
508	0.04820407174
509	0.0481119094
510	0.04806273022
511	0.04805300268
512	0.04804153716
513	0.04798545829
514	0.04791147553
515	0.04782502761
516	0.04775465804
517	0.04768213443
518	0.04760000799
519	0.04756262212
520	0.04755431977
521	0.04747362542
522	0.04739113162
523	0.04731199009
524	0.04721354778
525	0.04707358897
526	0.04699401057
527	0.04698169401
528	0.04688595989
529	0.04681698855
530	0.04667406977
531	0.04658780393
532	0.04652803853
533	0.0464514946
534	0.04643894214
535	0.0464286826
536	0.04636163338
537	0.04618902557
538	0.04608388803
539	0.04602592345
540	0.04597486882
541	0.04583429162
542	0.04576961304
543	0.04576314226
544	0.0456766687
545	0.04563030807
546	0.04553949077
547	0.0454586871
548	0.04539347331
549	0.04529354862
550	0.04520479827
551	0.0451204969
552	0.04508550102
553	0.04502391109
554	0.04495190283
555	0.04489306107
556	0.04486200343
557	0.04480382822
558	0.04479565222
559	0.04471536576
560	0.04467356968
561	0.04459599575
562	0.04458011835
563	0.04449350033
564	0.0444661143
565	0.04433455207
566	0.04426624919
567	0.04420206907
568	0.04417287447
569	0.04411291721
570	0.04410515591
571	0.04409698021
572	0.0439744954
573	0.04390917139
574	0.04383025395
575	0.04379518318
576	0.04377060216
577	0.04374136658
578	0.0437108459
579	0.04370434584
580	0.04369714992
581	0.04369021477
582	0.04361522664
583	0.04348025172
584	0.04337632336
585	0.04328631084
586	0.0432573122
587	0.04317166582
588	0.04311001479
589	0.04306975339
590	0.04300605704
591	0.04295389545
592	0.04282927929
593	0.04282328441
594	0.04276581532
595	0.04269593876
596	0.04261616395
597	0.04254350791
598	0.04250512168
599	0.04243455103
600	0.04235528451
601	0.04230707934
602	0.0422553242
603	0.04218955777
604	0.04217756126
605	0.04203825744
606	0.04199527178
607	0.04190069286
608	0.04185486368
609	0.04178907685
610	0.04171375405
611	0.04169835415
612	0.0416349233
613	0.0415511011
614	0.0414745285
615	0.041411765
616	0.04140467396
617	0.04137364136
618	0.04133202495
619	0.04126376697
620	0.04120954248
621	0.04115077289
622	0.04108994939
623	0.04099088601
624	0.04094557484
625	0.04090571765
626	0.04083107573
627	0.04075201595
628	0.0406637114
629	0.04057455155
630	0.04050076307
631	0.04048145409
632	0.04043264442
633	0.04040072141
634	0.04038134619
635	0.04032292708
636	0.04026386111
637	0.04025706443
638	0.04013383368
639	0.04009215144
640	0.04004117347
641	0.0399102742
642	0.03986744283
643	0.03978249321
644	0.03970481698
645	0.03964080815
646	0.03957919045
647	0.03949046731
648	0.03942862182
649	0.03933107748
650	0.03927786129
651	0.03918470775
652	0.03913075342
653	0.03904729147
654	0.03895625303
655	0.03892853025
656	0.03886571704
657	0.03882389225
658	0.03874415015
659	0.0386641756
660	0.0386087277
661	0.0385283582
662	0.03840233737
663	0.03839208103
664	0.03833130003
665	0.03826429642
666	0.03818437976
667	0.03812135435
668	0.03811629554
669	0.0380512514
670	0.03799810194
671	0.03793906521
672	0.03782959701
673	0.03776783533
674	0.03772297964
675	0.03767229392
676	0.03765955775
677	0.03762709616
678	0.03761761376
679	0.03751030261
680	0.03743667453
681	0.03735926674
682	0.03723793263
683	0.03717251171
684	0.03711732406
685	0.03706458098
686	0.03695757278
687	0.03688142863
688	0.03683633384
689	0.03677257968
690	0.03669309375
691	0.03661815886
692	0.03658552376
693	0.03656859154
694	0.0365615777
695	0.03650080745
696	0.03641529128
697	0.03636963661
698	0.03631334137
699	0.03626918861
700	0.03622079869
701	0.03619242714
702	0.03609928304
703	0.03603320694
704	0.03596945559
705	0.03593755597
706	0.03586656346
707	0.03581611339
708	0.03573201748
709	0.03564935487
710	0.03556208344
711	0.03548474125
712	0.03545302073
713	0.03540264977
714	0.03529969438
715	0.03527345732
716	0.03521926743
717	0.0351670357
718	0.03510803906
719	0.0350571893
720	0.03498376541
721	0.03490829334
722	0.03485373009
723	0.03480331135
724	0.03475232337
725	0.0346898824
726	0.03465555507
727	0.03460097543
728	0.03447787486
729	0.03440525164
730	0.03429754701
731	0.03429259513
732	0.03424088847
733	0.03417036107
734	0.03411078439
735	0.03405593807
736	0.03405118788
737	0.03398066679
738	0.03394696287
739	0.03390453659
740	0.0338558378
741	0.03379262823
742	0.03374828708
743	0.03366875494
744	0.03364764601
745	0.03359427327
746	0.03351815269
747	0.03344975675
748	0.03338961892
749	0.03334291103
750	0.03328011735
751	0.03326268685
752	0.03322174157
753	0.03316004154
754	0.0331285084
755	0.0331227908
756	0.03306445001
757	0.03299046436
758	0.03293405025
759	0.03289267821
760	0.03281890324
761	0.03280621303
762	0.03269529768
763	0.03263089244
764	0.03257732325
765	0.03253114263
766	0.03246213969
767	0.03240262371
768	0.0323698387
769	0.03234600475
770	0.03228563471
771	0.03223246091
772	0.03216326102
773	0.03215859918
774	0.03210097437
775	0.03207410919
776	0.03204640454
777	0.03201125314
778	0.03195862639
779	0.03191142148
780	0.03186745383
781	0.03181934607
782	0.03177244311
783	0.03173156139
784	0.03167233849
785	0.03160125005
786	0.03154885252
787	0.0314886805
788	0.0314582606
789	0.03144127671
790	0.03139230563
791	0.03136707284
792	0.03129463289
793	0.03122536869
794	0.03122079399
795	0.03118846506
796	0.03116239468
797	0.03110794631
798	0.03107464782
799	0.03103449516
